LECROYMCM-Zi-A 70631 Waveform
Segments 1 SegmentSize 4002
Segment TrigTime TimeSinceSegment1
#1 15-Dec-2023 09:06:21 0                 
Time Ampl
-2.027339e-008 -0.000446777
-2.026089e-008 -0.00246704
-2.024839e-008 -0.00267822
-2.023589e-008 -0.00320435
-2.022339e-008 -0.00416626
-2.021089e-008 -0.00332275
-2.019839e-008 -0.00347534
-2.018589e-008 -0.0024707
-2.017339e-008 -0.00111328
-2.016089e-008 -0.00117554
-2.014839e-008 0.00088623
-2.013589e-008 0.00151123
-2.012339e-008 0.00169067
-2.011089e-008 0.00289673
-2.009839e-008 0.00388428
-2.008589e-008 0.00358887
-2.007339e-008 0.00394165
-2.006089e-008 0.00456177
-2.004839e-008 0.0017688
-2.003589e-008 -0.000274658
-2.002339e-008 -0.00278198
-2.001089e-008 -0.00617187
-1.999839e-008 -0.00580078
-1.998589e-008 -0.00504883
-1.997339e-008 -0.004104
-1.996089e-008 -0.00175781
-1.994839e-008 0.0022998
-1.993589e-008 0.0046167
-1.992339e-008 0.00491333
-1.991089e-008 0.0049231
-1.989839e-008 0.00461426
-1.988589e-008 0.00366333
-1.987339e-008 0.00117065
-1.986089e-008 -0.00249146
-1.984839e-008 -0.0022229
-1.983589e-008 -0.00157471
-1.982339e-008 -0.000672607
-1.981089e-008 0.00146851
-1.979839e-008 0.000944824
-1.978589e-008 -0.000777588
-1.977339e-008 -0.00264282
-1.976089e-008 -0.00197632
-1.974839e-008 -0.000777588
-1.973589e-008 0.000175781
-1.972339e-008 0.000493164
-1.971089e-008 -0.00269409
-1.969839e-008 -0.00309692
-1.968589e-008 -0.00486084
-1.967339e-008 -0.00608276
-1.966089e-008 -0.00566162
-1.964839e-008 -0.00541504
-1.963589e-008 -0.00470703
-1.962339e-008 -0.00622559
-1.961089e-008 -0.00418335
-1.959839e-008 -0.00143311
-1.958589e-008 0.00108765
-1.957339e-008 0.00345703
-1.956089e-008 0.00647583
-1.954839e-008 0.00526367
-1.953589e-008 0.00481323
-1.952339e-008 0.0021228
-1.951089e-008 -0.00186279
-1.949839e-008 -0.00317871
-1.948589e-008 -0.00628784
-1.947339e-008 -0.00584351
-1.946089e-008 -0.00573608
-1.944839e-008 -0.00315796
-1.943589e-008 -0.000249023
-1.942339e-008 0.00207764
-1.941089e-008 0.00351196
-1.939839e-008 0.00532837
-1.938589e-008 0.00467285
-1.937339e-008 0.00476074
-1.936089e-008 0.00356445
-1.934839e-008 -0.00150513
-1.933589e-008 -0.00264282
-1.932339e-008 -0.0013916
-1.931089e-008 0.000715332
-1.929839e-008 0.00260376
-1.928589e-008 0.00369263
-1.927339e-008 0.00463013
-1.926089e-008 0.0049707
-1.924839e-008 0.00425049
-1.923589e-008 0.00474854
-1.922339e-008 0.00468018
-1.921089e-008 0.00432861
-1.919839e-008 0.0055896
-1.918589e-008 0.00545532
-1.917339e-008 0.00585693
-1.916089e-008 0.00586914
-1.914839e-008 0.00651978
-1.913589e-008 0.00594727
-1.912339e-008 0.00508545
-1.911089e-008 0.00575684
-1.909839e-008 0.00655029
-1.908589e-008 0.00563354
-1.907339e-008 0.0025293
-1.906089e-008 -0.000916748
-1.904839e-008 -0.00500366
-1.903589e-008 -0.00444214
-1.902339e-008 -0.00538208
-1.901089e-008 -0.00511719
-1.899839e-008 -0.00601074
-1.898589e-008 -0.00651489
-1.897339e-008 -0.0041748
-1.896089e-008 -0.00249756
-1.894839e-008 0.00116333
-1.893589e-008 0.00428955
-1.892339e-008 0.00620117
-1.891089e-008 0.00657593
-1.889839e-008 0.00626709
-1.888589e-008 0.00412964
-1.887339e-008 0.00233398
-1.886089e-008 7.32422e-006
-1.884839e-008 -0.0016272
-1.883589e-008 -0.000288086
-1.882339e-008 0.00256958
-1.881089e-008 0.00594971
-1.879839e-008 0.00648804
-1.878589e-008 0.00504517
-1.877339e-008 0.00348877
-1.876089e-008 0.00122192
-1.874839e-008 -0.00134399
-1.873589e-008 -0.00504639
-1.872339e-008 -0.00607788
-1.871089e-008 -0.00605957
-1.869839e-008 -0.00557983
-1.868589e-008 -0.00489258
-1.867339e-008 -0.00111938
-1.866089e-008 0.00366455
-1.864839e-008 0.00440918
-1.863589e-008 0.00636719
-1.862339e-008 0.00516724
-1.861089e-008 0.0045752
-1.859839e-008 0.00295776
-1.858589e-008 -0.00184204
-1.857339e-008 -0.00216064
-1.856089e-008 -0.00226929
-1.854839e-008 -0.000217285
-1.853589e-008 0.000272217
-1.852339e-008 0.00268311
-1.851089e-008 0.00331055
-1.849839e-008 -7.32422e-006
-1.848589e-008 -0.00114014
-1.847339e-008 -0.000550537
-1.846089e-008 0.0014978
-1.844839e-008 0.00172363
-1.843589e-008 0.000472412
-1.842339e-008 -0.00168945
-1.841089e-008 -0.00336304
-1.839839e-008 -0.00401733
-1.838589e-008 -0.00434448
-1.837339e-008 -0.00595703
-1.836089e-008 -0.00487427
-1.834839e-008 -0.00416748
-1.833589e-008 -0.00387329
-1.832339e-008 -0.00317383
-1.831089e-008 -0.000617676
-1.829839e-008 0.000963135
-1.828589e-008 0.00117554
-1.827339e-008 0.00153687
-1.826089e-008 0.000758057
-1.824839e-008 0.000638428
-1.823589e-008 -0.000499268
-1.822339e-008 -0.00141846
-1.821089e-008 -0.00211792
-1.819839e-008 -0.00141357
-1.818589e-008 -0.000449219
-1.817339e-008 0.000991211
-1.816089e-008 1.2207e-006
-1.814839e-008 6.34766e-005
-1.813589e-008 0.00120483
-1.812339e-008 -0.00102173
-1.811089e-008 0.00146973
-1.809839e-008 0.0032312
-1.808589e-008 0.00369507
-1.807339e-008 0.00401367
-1.806089e-008 0.00346313
-1.804839e-008 0.0047876
-1.803589e-008 0.00397095
-1.802339e-008 0.00338257
-1.801089e-008 0.00286743
-1.799839e-008 0.00137085
-1.798589e-008 0.00022583
-1.797339e-008 -0.0017627
-1.796089e-008 -0.00111816
-1.794839e-008 -0.000628662
-1.793589e-008 0.000803223
-1.792339e-008 0.000908203
-1.791089e-008 0.000345459
-1.789839e-008 -0.00130737
-1.788589e-008 -0.0029126
-1.787339e-008 -0.00147461
-1.786089e-008 0.00019043
-1.784839e-008 0.00189819
-1.783589e-008 0.00182983
-1.782339e-008 0.00017334
-1.781089e-008 -0.000563965
-1.779839e-008 0.000540771
-1.778589e-008 0.00334595
-1.777339e-008 0.00577393
-1.776089e-008 0.00512939
-1.774839e-008 0.00573853
-1.773589e-008 0.0059314
-1.772339e-008 0.00400269
-1.771089e-008 0.00039917
-1.769839e-008 -0.00211548
-1.768589e-008 -0.00389038
-1.767339e-008 -0.00165771
-1.766089e-008 0.00174316
-1.764839e-008 0.00181641
-1.763589e-008 0.000672607
-1.762339e-008 -0.00256104
-1.761089e-008 -0.00426758
-1.759839e-008 -0.00629395
-1.758589e-008 -0.0046814
-1.757339e-008 -0.00421387
-1.756089e-008 -0.00271118
-1.754839e-008 -0.000821533
-1.753589e-008 0.000991211
-1.752339e-008 0.00266113
-1.751089e-008 -8.30078e-005
-1.749839e-008 -0.00167969
-1.748589e-008 -0.00346924
-1.747339e-008 0.000114746
-1.746089e-008 0.00305542
-1.744839e-008 0.0035376
-1.743589e-008 0.00544922
-1.742339e-008 0.0064917
-1.741089e-008 0.00621948
-1.739839e-008 0.0055896
-1.738589e-008 0.00521362
-1.737339e-008 0.00470581
-1.736089e-008 0.00303101
-1.734839e-008 -0.000255127
-1.733589e-008 -0.0036084
-1.732339e-008 -0.00576294
-1.731089e-008 -0.00478149
-1.729839e-008 -0.0057666
-1.728589e-008 -0.00449951
-1.727339e-008 -0.00190674
-1.726089e-008 0.00125244
-1.724839e-008 0.00274048
-1.723589e-008 0.000765381
-1.722339e-008 -0.00209961
-1.721089e-008 -0.00426758
-1.719839e-008 -0.00477905
-1.718589e-008 -0.00568604
-1.717339e-008 -0.00485352
-1.716089e-008 -0.00313477
-1.714839e-008 0.000325928
-1.713589e-008 0.00259521
-1.712339e-008 0.00402954
-1.711089e-008 0.00592773
-1.709839e-008 0.00531982
-1.708589e-008 0.00321777
-1.707339e-008 0.00038208
-1.706089e-008 -0.00351318
-1.704839e-008 -0.004729
-1.703589e-008 -0.00581543
-1.702339e-008 -0.00549805
-1.701089e-008 -0.00561279
-1.699839e-008 -0.00343018
-1.698589e-008 0.000751953
-1.697339e-008 0.00161987
-1.696089e-008 0.00253296
-1.694839e-008 0.000932617
-1.693589e-008 -0.00286499
-1.692339e-008 -0.00430542
-1.691089e-008 -0.00266724
-1.689839e-008 -0.00102661
-1.688589e-008 0.000133057
-1.687339e-008 -0.000878906
-1.686089e-008 -0.00210937
-1.684839e-008 -0.0020874
-1.683589e-008 -0.000588379
-1.682339e-008 0.00305908
-1.681089e-008 0.0053894
-1.679839e-008 0.00570801
-1.678589e-008 0.00544922
-1.677339e-008 0.00383667
-1.676089e-008 0.00368164
-1.674839e-008 -0.00026123
-1.673589e-008 -0.00305786
-1.672339e-008 -0.000457764
-1.671089e-008 -0.0003125
-1.669839e-008 0.00336914
-1.668589e-008 0.00518921
-1.667339e-008 0.00523193
-1.666089e-008 0.00633911
-1.664839e-008 0.00471069
-1.663589e-008 0.00393921
-1.662339e-008 -0.000975342
-1.661089e-008 -0.00148682
-1.659839e-008 5.24902e-005
-1.658589e-008 0.000189209
-1.657339e-008 0.00267944
-1.656089e-008 0.00244507
-1.654839e-008 0.00137817
-1.653589e-008 -0.000942383
-1.652339e-008 -0.000223389
-1.651089e-008 0.00098999
-1.649839e-008 0.00421753
-1.648589e-008 0.00552856
-1.647339e-008 0.00447632
-1.646089e-008 0.00444214
-1.644839e-008 0.00327026
-1.643589e-008 -0.000134277
-1.642339e-008 -0.00217163
-1.641089e-008 -0.00436768
-1.639839e-008 -0.00560669
-1.638589e-008 -0.00381836
-1.637339e-008 -0.00517822
-1.636089e-008 -0.00309082
-1.634839e-008 -0.00266479
-1.633589e-008 -0.00106812
-1.632339e-008 0.000236816
-1.631089e-008 -0.00100708
-1.629839e-008 -0.0015332
-1.628589e-008 -0.000941162
-1.627339e-008 -0.00133423
-1.626089e-008 -0.00187256
-1.624839e-008 -0.000195312
-1.623589e-008 -0.00102417
-1.622339e-008 -0.00103516
-1.621089e-008 -0.00111572
-1.619839e-008 -0.00126099
-1.618589e-008 -0.00113159
-1.617339e-008 -0.00241577
-1.616089e-008 -0.00231201
-1.614839e-008 -0.00232178
-1.613589e-008 -0.00238403
-1.612339e-008 -0.00231201
-1.611089e-008 -0.00257202
-1.609839e-008 -0.002052
-1.608589e-008 -0.0019812
-1.607339e-008 -0.0020105
-1.606089e-008 -0.0042395
-1.604839e-008 -0.00549561
-1.603589e-008 -0.00549072
-1.602339e-008 -0.00662842
-1.601089e-008 -0.00585693
-1.599839e-008 -0.00681519
-1.598589e-008 -0.00658936
-1.597339e-008 -0.00425781
-1.596089e-008 -0.00286255
-1.594839e-008 -0.000518799
-1.593589e-008 0.00216187
-1.592339e-008 0.00500366
-1.591089e-008 0.00482056
-1.589839e-008 0.0039856
-1.588589e-008 0.00148437
-1.587339e-008 -0.00268921
-1.586089e-008 -0.00490356
-1.584839e-008 -0.00502075
-1.583589e-008 -0.00539551
-1.582339e-008 -0.0049231
-1.581089e-008 -0.00504272
-1.579839e-008 -0.00549438
-1.578589e-008 -0.00520142
-1.577339e-008 -0.00532837
-1.576089e-008 -0.00413696
-1.574839e-008 -0.00204468
-1.573589e-008 -0.000290527
-1.572339e-008 0.000406494
-1.571089e-008 -7.8125e-005
-1.569839e-008 -0.00322998
-1.568589e-008 -0.00271118
-1.567339e-008 -0.0010022
-1.566089e-008 0.00358765
-1.564839e-008 0.0057019
-1.563589e-008 0.00580078
-1.562339e-008 0.00517822
-1.561089e-008 0.00512207
-1.559839e-008 0.0050708
-1.558589e-008 0.00402954
-1.557339e-008 0.00666382
-1.556089e-008 0.00485107
-1.554839e-008 0.00581909
-1.553589e-008 0.00510132
-1.552339e-008 0.00377563
-1.551089e-008 0.00255859
-1.549839e-008 -0.00114746
-1.548589e-008 -0.00149902
-1.547339e-008 -0.000406494
-1.546089e-008 0.00224854
-1.544839e-008 0.0027832
-1.543589e-008 0.000396729
-1.542339e-008 -0.00173584
-1.541089e-008 -0.00491699
-1.539839e-008 -0.0049353
-1.538589e-008 -0.00484375
-1.537339e-008 -0.00581543
-1.536089e-008 -0.00579224
-1.534839e-008 -0.00589722
-1.533589e-008 -0.00557495
-1.532339e-008 -0.00312134
-1.531089e-008 0.00225342
-1.529839e-008 0.00470093
-1.528589e-008 0.00489014
-1.527339e-008 0.00585693
-1.526089e-008 0.00751831
-1.524839e-008 0.0058728
-1.523589e-008 0.00272705
-1.522339e-008 -0.00154175
-1.521089e-008 -0.0027832
-1.519839e-008 -0.000198975
-1.518589e-008 0.00241089
-1.517339e-008 0.00463745
-1.516089e-008 0.00478027
-1.514839e-008 0.00524292
-1.513589e-008 0.00497681
-1.512339e-008 0.00376465
-1.511089e-008 0.000933838
-1.509839e-008 -0.00241821
-1.508589e-008 -0.0023938
-1.507339e-008 -0.000231934
-1.506089e-008 0.00241699
-1.504839e-008 0.00366089
-1.503589e-008 0.0045752
-1.502339e-008 0.00478882
-1.501089e-008 0.0053772
-1.499839e-008 0.00568604
-1.498589e-008 0.00592285
-1.497339e-008 0.00632446
-1.496089e-008 0.00553223
-1.494839e-008 0.00694092
-1.493589e-008 0.00499512
-1.492339e-008 0.00329956
-1.491089e-008 0.000633545
-1.489839e-008 -0.00216064
-1.488589e-008 -0.00396851
-1.487339e-008 -0.00425049
-1.486089e-008 -0.004198
-1.484839e-008 -0.00490967
-1.483589e-008 0.000292969
-1.482339e-008 0.00306274
-1.481089e-008 0.00512695
-1.479839e-008 0.00602051
-1.478589e-008 0.0063623
-1.477339e-008 0.00514526
-1.476089e-008 0.00442993
-1.474839e-008 0.00225586
-1.473589e-008 -0.0014978
-1.472339e-008 -0.000812988
-1.471089e-008 -0.000186768
-1.469839e-008 0.00142456
-1.468589e-008 0.00215942
-1.467339e-008 0.00231567
-1.466089e-008 6.5918e-005
-1.464839e-008 -0.00313477
-1.463589e-008 -0.0012915
-1.462339e-008 -0.000439453
-1.461089e-008 0.00123169
-1.459839e-008 0.000629883
-1.458589e-008 -0.0022937
-1.457339e-008 -0.00471069
-1.456089e-008 -0.00506592
-1.454839e-008 -0.00543335
-1.453589e-008 -0.00544556
-1.452339e-008 -0.00429443
-1.451089e-008 -0.00181519
-1.449839e-008 0.00108887
-1.448589e-008 0.000631104
-1.447339e-008 -0.000450439
-1.446089e-008 -0.00312256
-1.444839e-008 -0.00486938
-1.443589e-008 -0.00482178
-1.442339e-008 -0.00461426
-1.441089e-008 -0.00475342
-1.439839e-008 -0.00317383
-1.438589e-008 -0.00116333
-1.437339e-008 0.0027832
-1.436089e-008 0.00397949
-1.434839e-008 0.00459473
-1.433589e-008 0.00452026
-1.432339e-008 0.00275024
-1.431089e-008 0.00189575
-1.429839e-008 0.00294189
-1.428589e-008 0.00155151
-1.427339e-008 -0.00155151
-1.426089e-008 -0.00169434
-1.424839e-008 -0.0031311
-1.423589e-008 -0.00235474
-1.422339e-008 -0.00266602
-1.421089e-008 -0.00311035
-1.419839e-008 -0.00208618
-1.418589e-008 -0.00160645
-1.417339e-008 -0.0011853
-1.416089e-008 -0.00120728
-1.414839e-008 -0.000511475
-1.413589e-008 0.00181396
-1.412339e-008 0.00262695
-1.411089e-008 0.0023877
-1.409839e-008 0.00272705
-1.408589e-008 0.000958252
-1.407339e-008 -0.00111206
-1.406089e-008 -0.0029126
-1.404839e-008 -0.00529053
-1.403589e-008 -0.00519409
-1.402339e-008 -0.00622925
-1.401089e-008 -0.0057251
-1.399839e-008 -0.00599487
-1.398589e-008 -0.00533813
-1.397339e-008 -0.00404053
-1.396089e-008 -0.0024939
-1.394839e-008 0.00124023
-1.393589e-008 0.00204346
-1.392339e-008 0.00481934
-1.391089e-008 0.00480835
