0.000000000e+00,0,0
8.960207137e+01,0,0
1.788505243e+02,0,0
2.673931359e+02,0,0
3.548804690e+02,0,0
4.409672510e+02,0,0
5.253137367e+02,0,0
6.075870491e+02,0,0
6.874624929e+02,0,0
7.646248364e+02,0,0
8.387695550e+02,0,0
9.096040334e+02,0,0
9.768487202e+02,0,0
1.040238231e+03,0,0
1.099522397e+03,0,0
1.154467251e+03,0,0
1.204855950e+03,0,0
1.250489632e+03,0,0
1.291188204e+03,0,0
1.326791045e+03,0,0
1.357157649e+03,0,0
1.382168171e+03,0,0
1.401723907e+03,0,0
1.415747679e+03,0,0
1.424184141e+03,0,0
1.427000000e+03,0,0
1.424184141e+03,0,0
1.415747679e+03,0,0
1.401723907e+03,0,0
1.382168171e+03,0,0
1.357157649e+03,0,0
1.326791045e+03,0,0
1.291188204e+03,0,0
1.250489632e+03,0,0
1.204855950e+03,0,0
1.154467251e+03,0,0
1.099522397e+03,0,0
1.040238231e+03,0,0
9.768487202e+02,0,0
9.096040334e+02,0,0
8.387695550e+02,0,0
7.646248364e+02,0,0
6.874624929e+02,0,0
6.075870491e+02,0,0
5.253137367e+02,0,0
4.409672510e+02,0,0
3.548804690e+02,0,0
2.673931359e+02,0,0
1.788505243e+02,0,0
8.960207137e+01,0,0
1.747570982e-13,0,0
-8.960207137e+01,0,0
-1.788505243e+02,0,0
-2.673931359e+02,0,0
-3.548804690e+02,0,0
-4.409672510e+02,0,0
-5.253137367e+02,0,0
-6.075870491e+02,0,0
-6.874624929e+02,0,0
-7.646248364e+02,0,0
-8.387695550e+02,0,0
-9.096040334e+02,0,0
-9.768487202e+02,0,0
-1.040238231e+03,0,0
-1.099522397e+03,0,0
-1.154467251e+03,0,0
-1.204855950e+03,0,0
-1.250489632e+03,0,0
-1.291188204e+03,0,0
-1.326791045e+03,0,0
-1.357157649e+03,0,0
-1.382168171e+03,0,0
-1.401723907e+03,0,0
-1.415747679e+03,0,0
-1.424184141e+03,0,0
-1.427000000e+03,0,0
-1.424184141e+03,0,0
-1.415747679e+03,0,0
-1.401723907e+03,0,0
-1.382168171e+03,0,0
-1.357157649e+03,0,0
-1.326791045e+03,0,0
-1.291188204e+03,0,0
-1.250489632e+03,0,0
-1.204855950e+03,0,0
-1.154467251e+03,0,0
-1.099522397e+03,0,0
-1.040238231e+03,0,0
-9.768487202e+02,0,0
-9.096040334e+02,0,0
-8.387695550e+02,0,0
-7.646248364e+02,0,0
-6.874624929e+02,0,0
-6.075870491e+02,0,0
-5.253137367e+02,0,0
-4.409672510e+02,0,0
-3.548804690e+02,0,0
-2.673931359e+02,0,0
-1.788505243e+02,0,0
-8.960207137e+01,0,0
-3.495141965e-13,0,0
8.960207137e+01,0,0
1.788505243e+02,0,0
2.673931359e+02,0,0
3.548804690e+02,0,0
4.409672510e+02,0,0
5.253137367e+02,0,0
6.075870491e+02,0,0
6.874624929e+02,0,0
7.646248364e+02,0,0
8.387695550e+02,0,0
9.096040334e+02,0,0
9.768487202e+02,0,0
1.040238231e+03,0,0
1.099522397e+03,0,0
1.154467251e+03,0,0
1.204855950e+03,0,0
1.250489632e+03,0,0
1.291188204e+03,0,0
1.326791045e+03,0,0
1.357157649e+03,0,0
1.382168171e+03,0,0
1.401723907e+03,0,0
1.415747679e+03,0,0
1.424184141e+03,0,0
1.427000000e+03,0,0
1.424184141e+03,0,0
1.415747679e+03,0,0
1.401723907e+03,0,0
1.382168171e+03,0,0
1.357157649e+03,0,0
1.326791045e+03,0,0
1.291188204e+03,0,0
1.250489632e+03,0,0
1.204855950e+03,0,0
1.154467251e+03,0,0
1.099522397e+03,0,0
1.040238231e+03,0,0
9.768487202e+02,0,0
9.096040334e+02,0,0
8.387695550e+02,0,0
7.646248364e+02,0,0
6.874624929e+02,0,0
6.075870491e+02,0,0
5.253137367e+02,0,0
4.409672510e+02,0,0
3.548804690e+02,0,0
2.673931359e+02,0,0
1.788505243e+02,0,0
8.960207137e+01,0,0
5.242712947e-13,0,0
-8.960207137e+01,0,0
-1.788505243e+02,0,0
-2.673931359e+02,0,0
-3.548804690e+02,0,0
-4.409672510e+02,0,0
-5.253137367e+02,0,0
-6.075870491e+02,0,0
-6.874624929e+02,0,0
-7.646248364e+02,0,0
-8.387695550e+02,0,0
-9.096040334e+02,0,0
-9.768487202e+02,0,0
-1.040238231e+03,0,0
-1.099522397e+03,0,0
-1.154467251e+03,0,0
-1.204855950e+03,0,0
-1.250489632e+03,0,0
-1.291188204e+03,0,0
-1.326791045e+03,0,0
-1.357157649e+03,0,0
-1.382168171e+03,0,0
-1.401723907e+03,0,0
-1.415747679e+03,0,0
-1.424184141e+03,0,0
-1.427000000e+03,0,0
-1.424184141e+03,0,0
-1.415747679e+03,0,0
-1.401723907e+03,0,0
-1.382168171e+03,0,0
-1.357157649e+03,0,0
-1.326791045e+03,0,0
-1.291188204e+03,0,0
-1.250489632e+03,0,0
-1.204855950e+03,0,0
-1.154467251e+03,0,0
-1.099522397e+03,0,0
-1.040238231e+03,0,0
-9.768487202e+02,0,0
-9.096040334e+02,0,0
-8.387695550e+02,0,0
-7.646248364e+02,0,0
-6.874624929e+02,0,0
-6.075870491e+02,0,0
-5.253137367e+02,0,0
-4.409672510e+02,0,0
-3.548804690e+02,0,0
-2.673931359e+02,0,0
-1.788505243e+02,0,0
-8.960207137e+01,0,0
-6.990283930e-13,0,0
8.960207137e+01,0,0
1.788505243e+02,0,0
2.673931359e+02,0,0
3.548804690e+02,0,0
4.409672510e+02,0,0
5.253137367e+02,0,0
6.075870491e+02,0,0
6.874624929e+02,0,0
7.646248364e+02,0,0
8.387695550e+02,0,0
9.096040334e+02,0,0
9.768487202e+02,0,0
1.040238231e+03,0,0
1.099522397e+03,0,0
1.154467251e+03,0,0
1.204855950e+03,0,0
1.250489632e+03,0,0
1.291188204e+03,0,0
1.326791045e+03,0,0
1.357157649e+03,0,0
1.382168171e+03,0,0
1.401723907e+03,0,0
1.415747679e+03,0,0
1.424184141e+03,0,0
1.427000000e+03,0,0
1.424184141e+03,0,0
1.415747679e+03,0,0
1.401723907e+03,0,0
1.382168171e+03,0,0
1.357157649e+03,0,0
1.326791045e+03,0,0
1.291188204e+03,0,0
1.250489632e+03,0,0
